,Unnamed: 0,sentences,tagged,Parse_String
13,13," Spin beranalogi dengan momentum sudut suatu objek yang berputar pada pusat massanya , walaupun secara kaku partikel tidaklah berperilaku seperti ini .","[('Spin', 'NN'), ('beranalogi', 'VB'), ('dengan', 'IN'), ('momentum', 'NN'), ('sudut', 'NN'), ('suatu', 'CD'), ('objek', 'NN'), ('yang', 'SC'), ('berputar', 'VB'), ('pada', 'IN'), ('pusat', 'NN'), ('massanya', 'NN'), (',', 'Z'), ('walaupun', 'SC'), ('secara', 'IN'), ('kaku', 'NN'), ('partikel', 'NN'), ('tidaklah', 'NN'), ('berperilaku', 'VB'), ('seperti', 'IN'), ('ini', 'PR'), ('.', 'Z')]","(ROOT (S (NP (NN Spin)) (VP (VB beranalogi) (SBAR (IN dengan) (S (NP (NP (NN momentum) (NN sudut)) (NP (CD suatu) (NN objek))) (VP (SC yang) (VP (VB berputar) (SBAR (IN pada) (S (NP (NN pusat) (NN massanya)) (VP (Z ,) (ADVP (SC walaupun) (PP (IN secara) (NP (NML (NN kaku) (NN partikel)) (NN tidaklah)))) (VP (VB berperilaku) (PP (IN seperti) (NP (PR ini)))))))))))) (Z .)))"
14,14," Lalu bagaimana dengan kisah cinta Mutia dan Fadel ? Pembentukan bursa bermula dari Lloyd's Coffee House , yang dibuka oleh Edward Lloyd sekitar tahun 1668 di Tower Street , London .","[('Lalu', 'NN'), ('bagaimana', 'SC'), ('dengan', 'IN'), ('kisah', 'NN'), ('cinta', 'NN'), ('Mutia', 'NNP'), ('dan', 'CC'), ('Fadel', 'NNP'), ('?', 'Z'), ('Pembentukan', 'NN'), ('bursa', 'NN'), ('bermula', 'VB'), ('dari', 'IN'), (""Lloyd's"", 'NNP'), ('Coffee', 'NNP'), ('House', 'NNP'), (',', 'Z'), ('yang', 'SC'), ('dibuka', 'VB'), ('oleh', 'IN'), ('Edward', 'NNP'), ('Lloyd', 'NNP'), ('sekitar', 'IN'), ('tahun', 'NN'), ('1668', 'NN'), ('di', 'IN'), ('Tower', 'NNP'), ('Street', 'NNP'), (',', 'Z'), ('London', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (NN Lalu)) (VP (SC bagaimana) (SBAR (IN dengan) (S (NP (NN kisah) (NN cinta) (NML (NNP Mutia) (CC dan) (NNP Fadel)) (Z ?) (NN Pembentukan) (NN bursa)) (VP (VB bermula) (SBAR (IN dari) (S (NP (NML (NNP Lloyd's) (NNP Coffee)) (NNP House) (Z ,)) (VP (SC yang) (VP (VB dibuka) (SBAR (IN oleh) (S (NP (NNP Edward) (NNP Lloyd)) (PP (IN sekitar) (NP (NN tahun) (NN 1668))) (PP (IN di) (NP (NNP Tower) (NNP Street) (Z ,) (NNP London))))))))))))) (Z .)))"
15,15, Kekutu merupakan suatu kesalahan desain pada suatu perangkat keras komputer atau perangkat lunak komputer yang menyebabkan peralatan atau program itu tidak berfungsi semestinya .,"[('Kekutu', 'NN'), ('merupakan', 'VB'), ('suatu', 'CD'), ('kesalahan', 'NN'), ('desain', 'VB'), ('pada', 'IN'), ('suatu', 'CD'), ('perangkat', 'NN'), ('keras', 'JJ'), ('komputer', 'NN'), ('atau', 'CC'), ('perangkat', 'NN'), ('lunak', 'NN'), ('komputer', 'NN'), ('yang', 'SC'), ('menyebabkan', 'VB'), ('peralatan', 'NN'), ('atau', 'CC'), ('program', 'NN'), ('itu', 'PR'), ('tidak', 'NEG'), ('berfungsi', 'VB'), ('semestinya', 'NN'), ('.', 'Z')]",(ROOT (S (NP (NN Kekutu)) (VP (VB merupakan) (S (NP (CD suatu) (NN kesalahan)) (VP (VB desain) (SBAR (IN pada) (S (NP (NP (CD suatu) (NN perangkat)) (NP (JJ keras) (NML (NN komputer) (CC atau) (NN perangkat)) (NN lunak) (NN komputer))) (VP (SC yang) (VP (VB menyebabkan) (NP (NML (NN peralatan) (CC atau) (NN program)) (PR itu)) (S (VP (NEG tidak) (VP (VB berfungsi) (NP (NN semestinya)))))))))))) (Z .)))
16,16," Apakah MAT PEI sampai hati menolak cinta SAFINA yang begitu dekat dengan kedua orang tuanya ? Marlene sangat tertarik pada Jodi , dan mereka mulai saling curhat di Facebook .","[('Apakah', 'NN'), ('MAT', 'NNP'), ('PEI', 'NNP'), ('sampai', 'IN'), ('hati', 'NN'), ('menolak', 'VB'), ('cinta', 'NN'), ('SAFINA', 'NNP'), ('yang', 'SC'), ('begitu', 'RB'), ('dekat', 'JJ'), ('dengan', 'IN'), ('kedua', 'CD'), ('orang', 'NN'), ('tuanya', 'NN'), ('?', 'Z'), ('Marlene', 'NNP'), ('sangat', 'RB'), ('tertarik', 'VB'), ('pada', 'IN'), ('Jodi', 'NNP'), (',', 'Z'), ('dan', 'CC'), ('mereka', 'PRP'), ('mulai', 'VB'), ('saling', 'RB'), ('curhat', 'JJ'), ('di', 'IN'), ('Facebook', 'NNP'), ('.', 'Z')]","(ROOT (FRAG (NP (NN Apakah) (NNP MAT) (NNP PEI)) (PP (IN sampai) (NP (NN hati))) (S (VP (VB menolak) (NP (NP (NN cinta) (NNP SAFINA) (SC yang)) (ADJP (ADJP (RB begitu) (JJ dekat)) (SBAR (IN dengan) (S (NP (NP (CD kedua) (NN orang) (NN tuanya)) (PP (Z ?) (NP (NNP Marlene)))) (ADVP (RB sangat)) (VP (VB tertarik) (PP (IN pada) (NP (NNP Jodi))))))) (NML (Z ,) (CC dan))) (S (NP (PRP mereka)) (VP (VB mulai) (ADVP (RB saling)) (S (ADJP (JJ curhat) (PP (IN di) (NP (NNP Facebook))))))))) (Z .)))"
17,17, Diatessaron milik Tatianus tersebar luas di kalangan orang Kristen Siria sampai abad ke - 5 .,"[('Diatessaron', 'NNP'), ('milik', 'NN'), ('Tatianus', 'NNP'), ('tersebar', 'VB'), ('luas', 'JJ'), ('di', 'IN'), ('kalangan', 'NN'), ('orang', 'NN'), ('Kristen', 'NNP'), ('Siria', 'NNP'), ('sampai', 'SC'), ('abad', 'NN'), ('ke', 'IN'), ('-', 'NNP'), ('5', 'CD'), ('.', 'Z')]",(ROOT (S (NP (NNP Diatessaron) (NN milik) (NNP Tatianus)) (VP (VB tersebar) (S (ADJP (JJ luas)) (PP (IN di) (NP (NML (NN kalangan) (NN orang)) (NNP Kristen) (NNP Siria))) (PP (SC sampai) (NP (NN abad))) (PP (IN ke) (NP (NML (NNP -) (CD 5)) (Z .)))))))
18,18, Pertemuannya dengan Jiang Wen Qing justru membuat mereka tahu tugas dan fungsi mereka masing - masing .,"[('Pertemuannya', 'NN'), ('dengan', 'IN'), ('Jiang', 'NNP'), ('Wen', 'NNP'), ('Qing', 'NNP'), ('justru', 'CC'), ('membuat', 'VB'), ('mereka', 'PRP'), ('tahu', 'VB'), ('tugas', 'NN'), ('dan', 'CC'), ('fungsi', 'NN'), ('mereka', 'PRP'), ('masing', 'VB'), ('-', 'Z'), ('masing', 'NN'), ('.', 'Z')]",(ROOT (S (NP (NP (NN Pertemuannya)) (PP (IN dengan) (NP (NNP Jiang) (NNP Wen) (NNP Qing)))) (VP (CC justru) (VP (VB membuat) (S (NP (PRP mereka)) (VP (VB tahu) (NP (NP (NML (NN tugas) (CC dan)) (NN fungsi)) (SBAR (S (NP (PRP mereka)) (VP (VB masing) (NP (Z -) (NN masing)))))))))) (Z .)))
19,19," Dea depresi karena pacarnya , Adit telah merekam dan menyebarkan adegan mesra mereka ke teman - teman sekolah Dea melalui internet dan telepon genggam .","[('Dea', 'NNP'), ('depresi', 'NN'), ('karena', 'SC'), ('pacarnya', 'NN'), (',', 'Z'), ('Adit', 'NNP'), ('telah', 'MD'), ('merekam', 'VB'), ('dan', 'CC'), ('menyebarkan', 'VB'), ('adegan', 'NN'), ('mesra', 'VB'), ('mereka', 'PRP'), ('ke', 'IN'), ('teman', 'NN'), ('-', 'Z'), ('teman', 'NN'), ('sekolah', 'NN'), ('Dea', 'NNP'), ('melalui', 'IN'), ('internet', 'NN'), ('dan', 'CC'), ('telepon', 'NN'), ('genggam', 'NN'), ('.', 'Z')]","(ROOT (S (NP (NP (NNP Dea) (NN depresi) (SC karena) (NN pacarnya)) (PP (Z ,) (NP (NNP Adit)))) (VP (MD telah) (VP (VB merekam) (S (VP (CC dan) (VP (VB menyebarkan) (S (NP (NN adegan)) (VP (VB mesra) (NP (PRP mereka)) (PP (IN ke) (NP (NP (NML (NN teman) (Z -) (NN teman)) (NN sekolah) (NNP Dea)) (PP (IN melalui) (NP (NML (NN internet) (CC dan) (NN telepon)) (NN genggam)))))))))))) (Z .)))"
20,20," Nama umum untuk entitas pemerintah daerah meliputi negara bagian , provinsi , region , departemen , county , prefektur , distrik , kota , township , town , borough , parish , munisipalitas , shire dan desa .","[('Nama', 'NN'), ('umum', 'JJ'), ('untuk', 'SC'), ('entitas', 'NN'), ('pemerintah', 'NN'), ('daerah', 'NN'), ('meliputi', 'VB'), ('negara', 'NN'), ('bagian', 'NN'), (',', 'Z'), ('provinsi', 'NN'), (',', 'Z'), ('region', 'NN'), (',', 'Z'), ('departemen', 'NN'), (',', 'Z'), ('county', 'NN'), (',', 'Z'), ('prefektur', 'NN'), (',', 'Z'), ('distrik', 'NN'), (',', 'Z'), ('kota', 'NN'), (',', 'Z'), ('township', 'NN'), (',', 'Z'), ('town', 'NN'), (',', 'Z'), ('borough', 'NN'), (',', 'Z'), ('parish', 'NN'), (',', 'Z'), ('munisipalitas', 'NN'), (',', 'Z'), ('shire', 'NN'), ('dan', 'CC'), ('desa', 'NN'), ('.', 'Z')]","(ROOT (S (NP (NN Nama)) (NP (JJ umum) (SC untuk) (NN entitas) (NN pemerintah) (NN daerah)) (VP (VB meliputi) (FRAG (NP (NN negara) (NN bagian) (Z ,) (NN provinsi) (Z ,) (NN region) (Z ,) (NN departemen) (Z ,) (NN county) (Z ,) (NN prefektur) (Z ,) (NN distrik) (Z ,) (NN kota) (Z ,) (NN township) (Z ,) (NN town) (Z ,) (NN borough) (Z ,) (NN parish) (Z ,) (NN munisipalitas) (Z ,)) (NP (NML (NN shire) (CC dan) (NN desa)) (Z .))))))"
21,21, Berfirmanlah TUHAN kepada Samuel: ``Berapa lama lagi engkau berdukacita karena Saul ? Kisah - kisah ini diceritakannya dalam waktu seribu satu malam dan setiap malam Scheherezade mengakhiri kisahnya dengan akhir yang menegangkan sehingga sang raja pun selalu menangguhkan perintah hukuman mati pada diri Scheherazade .,"[('Berfirmanlah', 'VB'), ('TUHAN', 'NNP'), ('kepada', 'IN'), ('Samuel:', 'NNP'), ('``Berapa', 'NNP'), ('lama', 'JJ'), ('lagi', 'RB'), ('engkau', 'JJ'), ('berdukacita', 'VB'), ('karena', 'SC'), ('Saul', 'NNP'), ('?', 'Z'), ('Kisah', 'NNP'), ('-', 'Z'), ('kisah', 'NN'), ('ini', 'PR'), ('diceritakannya', 'VB'), ('dalam', 'IN'), ('waktu', 'NN'), ('seribu', 'CD'), ('satu', 'CD'), ('malam', 'NN'), ('dan', 'CC'), ('setiap', 'CD'), ('malam', 'NN'), ('Scheherezade', 'NNP'), ('mengakhiri', 'VB'), ('kisahnya', 'NN'), ('dengan', 'IN'), ('akhir', 'NN'), ('yang', 'SC'), ('menegangkan', 'VB'), ('sehingga', 'SC'), ('sang', 'NN'), ('raja', 'NN'), ('pun', 'RP'), ('selalu', 'RB'), ('menangguhkan', 'VB'), ('perintah', 'NN'), ('hukuman', 'NN'), ('mati', 'VB'), ('pada', 'IN'), ('diri', 'NN'), ('Scheherazade', 'NNP'), ('.', 'Z')]",(ROOT (S (VP (VP (VB Berfirmanlah) (S (NP (NP (NNP TUHAN)) (PP (IN kepada) (NP (NNP Samuel:) (NNP ``Berapa)))) (ADJP (JJ lama)))) (ADVP (RB lagi)) (VP (JJ engkau) (VB berdukacita) (PP (SC karena) (NP (NP (NNP Saul) (Z ?) (NNP Kisah)) (PP (Z -) (NP (NN kisah)))))) (PR ini) (VP (VB diceritakannya) (PP (IN dalam) (NP (NN waktu) (CD seribu) (NML (NML (CD satu) (NN malam)) (CC dan) (NML (CD setiap) (NN malam))) (NNP Scheherezade)))) (VP (VB mengakhiri) (NP (NN kisahnya)) (PP (IN dengan) (NP (NN akhir)))) (SC yang) (VP (VB menegangkan) (NP (SC sehingga) (NN sang) (NN raja))) (RP pun) (ADVP (RB selalu)) (VP (VB menangguhkan) (S (NP (NN perintah) (NN hukuman)) (VP (VB mati) (PP (IN pada) (NP (NN diri) (NNP Scheherazade))))))) (Z .)))
22,22, Bangunan tersebut kemudian diwariskan kepada putranya yang bernama Khouw Kim An yang lahir di Batavia pada 5 Juni 1879 .,"[('Bangunan', 'NN'), ('tersebut', 'PR'), ('kemudian', 'CC'), ('diwariskan', 'VB'), ('kepada', 'IN'), ('putranya', 'NN'), ('yang', 'SC'), ('bernama', 'VB'), ('Khouw', 'NNP'), ('Kim', 'NNP'), ('An', 'NNP'), ('yang', 'SC'), ('lahir', 'VB'), ('di', 'IN'), ('Batavia', 'NNP'), ('pada', 'IN'), ('5', 'CD'), ('Juni', 'NNP'), ('1879', 'NNP'), ('.', 'Z')]",(ROOT (S (NP (NN Bangunan) (NML (PR tersebut) (CC kemudian))) (VP (VB diwariskan) (SBAR (IN kepada) (S (NP (NN putranya)) (VP (SC yang) (VP (VB bernama) (NP (NNP Khouw) (NNP Kim) (NNP An)) (S (VP (SC yang) (VP (VB lahir) (PP (IN di) (NP (NNP Batavia))) (PP (IN pada) (NP (CD 5) (NNP Juni) (NNP 1879))))))))))) (Z .)))
23,23," atau nama kecilnya adalah Eisei Amamoto , merupakan seorang aktor berkebangsaan Jepang .","[('atau', 'CC'), ('nama', 'NN'), ('kecilnya', 'NN'), ('adalah', 'VB'), ('Eisei', 'NNP'), ('Amamoto', 'NNP'), (',', 'Z'), ('merupakan', 'VB'), ('seorang', 'NND'), ('aktor', 'NN'), ('berkebangsaan', 'VB'), ('Jepang', 'NNP'), ('.', 'Z')]","(ROOT (S (NP (CC atau) (NN nama) (NN kecilnya)) (VP (VB adalah) (S (NP (NNP Eisei) (NNP Amamoto)) (VP (Z ,) (VP (VB merupakan) (S (NP (NND seorang) (NN aktor)) (VP (VB berkebangsaan) (NP (NNP Jepang)))))))) (Z .)))"
24,24," Saat burung kembali ke koloni , ia akan menari dengan banyak pasangan , namun setelah beberapa tahun ia akan memilih satu sebagai pasangan yang akan bertahan seumur hidup .","[('Saat', 'NN'), ('burung', 'NN'), ('kembali', 'VB'), ('ke', 'IN'), ('koloni', 'NN'), (',', 'Z'), ('ia', 'PRP'), ('akan', 'MD'), ('menari', 'VB'), ('dengan', 'IN'), ('banyak', 'CD'), ('pasangan', 'NN'), (',', 'Z'), ('namun', 'CC'), ('setelah', 'SC'), ('beberapa', 'CD'), ('tahun', 'NN'), ('ia', 'PRP'), ('akan', 'MD'), ('memilih', 'VB'), ('satu', 'CD'), ('sebagai', 'IN'), ('pasangan', 'NN'), ('yang', 'SC'), ('akan', 'MD'), ('bertahan', 'VB'), ('seumur', 'NN'), ('hidup', 'NN'), ('.', 'Z')]","(ROOT (S (NP (NN Saat) (NN burung)) (VP (VB kembali) (S (PP (IN ke) (NP (NN koloni))) (Z ,) (NP (PRP ia)) (VP (MD akan) (VP (VB menari) (PP (IN dengan) (NP (NP (CD banyak) (NN pasangan) (NML (Z ,) (CC namun) (SC setelah)) (CD beberapa) (NN tahun)) (SBAR (S (NP (PRP ia)) (VP (MD akan) (VP (VB memilih) (NP (CD satu)) (SBAR (IN sebagai) (S (NP (NN pasangan) (SC yang)) (VP (MD akan) (VP (VB bertahan) (NP (NN seumur) (NN hidup)))))))))))))))) (Z .)))"
25,25, Pinisi sebenarnya merupakan nama layar .,"[('Pinisi', 'NN'), ('sebenarnya', 'RB'), ('merupakan', 'VB'), ('nama', 'NN'), ('layar', 'NN'), ('.', 'Z')]",(ROOT (S (NP (NN Pinisi)) (ADVP (RB sebenarnya)) (VP (VB merupakan) (NP (NN nama) (NN layar))) (Z .)))
26,26, Atum dikenal orang mesir sebagai dewa matahari atau dewa yang mengatur matahari .,"[('Atum', 'NNP'), ('dikenal', 'VB'), ('orang', 'NN'), ('mesir', 'VB'), ('sebagai', 'IN'), ('dewa', 'NN'), ('matahari', 'NN'), ('atau', 'CC'), ('dewa', 'NN'), ('yang', 'SC'), ('mengatur', 'VB'), ('matahari', 'NN'), ('.', 'Z')]",(ROOT (S (NP (NNP Atum)) (VP (VB dikenal) (S (NP (NN orang)) (VP (VB mesir) (SBAR (IN sebagai) (S (NP (NN dewa) (NML (NN matahari) (CC atau) (NN dewa))) (VP (SC yang) (VP (VB mengatur) (NP (NN matahari))))))))) (Z .)))
27,27," Untuk apa ? Untuk mempercepat pembangunan , pemerintah propinsi sangat membutuhkan sumber daya manusia yang handal , yaitu sumber daya manusia yang memiliki pengetahuan , keterampilan dan sikap yang baik dis emua sektor antara lainnya dibidang teknologi komputer dan informasi , pertanian , dan pariwisata .","[('Untuk', 'SC'), ('apa', 'WH'), ('?', 'Z'), ('Untuk', 'SC'), ('mempercepat', 'VB'), ('pembangunan', 'NN'), (',', 'Z'), ('pemerintah', 'NN'), ('propinsi', 'NN'), ('sangat', 'RB'), ('membutuhkan', 'VB'), ('sumber', 'NN'), ('daya', 'NN'), ('manusia', 'NN'), ('yang', 'SC'), ('handal', 'JJ'), (',', 'Z'), ('yaitu', 'SC'), ('sumber', 'NN'), ('daya', 'NN'), ('manusia', 'NN'), ('yang', 'SC'), ('memiliki', 'VB'), ('pengetahuan', 'NN'), (',', 'Z'), ('keterampilan', 'NN'), ('dan', 'CC'), ('sikap', 'NN'), ('yang', 'SC'), ('baik', 'JJ'), ('dis', 'VB'), ('emua', 'NN'), ('sektor', 'NN'), ('antara', 'IN'), ('lainnya', 'NN'), ('dibidang', 'VB'), ('teknologi', 'NN'), ('komputer', 'NN'), ('dan', 'CC'), ('informasi', 'NN'), (',', 'Z'), ('pertanian', 'NN'), (',', 'Z'), ('dan', 'CC'), ('pariwisata', 'NN'), ('.', 'Z')]","(ROOT (S (SBAR (SC Untuk) (S (NP (WH apa) (Z ?)) (VP (SC Untuk) (VP (VB mempercepat) (NP (NN pembangunan)) (PP (Z ,) (NP (NN pemerintah) (NN propinsi))))))) (ADVP (RB sangat)) (VP (VP (VB membutuhkan) (NP (NN sumber)) (PP (NN daya) (NN manusia)) (PP (SC yang) (NP (NP (JJ handal) (Z ,)) (PP (SC yaitu) (NP (NN sumber))))) (PP (NN daya) (NN manusia))) (SC yang) (VP (VB memiliki) (NP (NN pengetahuan)) (PP (Z ,) (NP (NP (NML (NN keterampilan) (CC dan) (NN sikap)) (SC yang) (JJ baik) (NML (S (VP (VB dis) (S (NP (NP (NN emua) (NN sektor)) (PP (IN antara) (NP (NN lainnya)))) (VP (VB dibidang) (NP (NN teknologi))))))) (NML (NN komputer) (CC dan)) (NN informasi)) (PP (Z ,) (NP (NML (NN pertanian) (Z ,) (CC dan)) (NN pariwisata))))))) (Z .)))"
28,28, Kenapa Harus Inul ? Liburan yang indah mendadak menjadi penuh darah .,"[('Kenapa', 'NNP'), ('Harus', 'NNP'), ('Inul', 'NNP'), ('?', 'Z'), ('Liburan', 'NN'), ('yang', 'SC'), ('indah', 'JJ'), ('mendadak', 'VB'), ('menjadi', 'VB'), ('penuh', 'NN'), ('darah', 'NN'), ('.', 'Z')]",(ROOT (S (NP (NP (NNP Kenapa) (NNP Harus) (NNP Inul) (Z ?)) (NN Liburan)) (VP (SC yang) (ADJP (JJ indah)) (S (VP (VB mendadak) (VP (VB menjadi) (NP (NN penuh) (NN darah)))))) (Z .)))
29,29," Kenapa para penambang menggunakan tembakau kunyah ? Aloe vera / lidah buaya mengandung semua jenis vitamin kecuali vitamin D , mineral yang diperlukan untuk fungsi enzim , saponin yang berfungsi sebagai anti mikroba dan 20 dari 22 jenis asam amino .","[('Kenapa', 'NN'), ('para', 'DT'), ('penambang', 'NN'), ('menggunakan', 'VB'), ('tembakau', 'NN'), ('kunyah', 'NN'), ('?', 'Z'), ('Aloe', 'NNP'), ('vera', 'NNP'), ('/', 'Z'), ('lidah', 'NN'), ('buaya', 'NN'), ('mengandung', 'VB'), ('semua', 'CD'), ('jenis', 'NN'), ('vitamin', 'NN'), ('kecuali', 'IN'), ('vitamin', 'NNP'), ('D', 'NNP'), (',', 'Z'), ('mineral', 'NN'), ('yang', 'SC'), ('diperlukan', 'VB'), ('untuk', 'SC'), ('fungsi', 'NN'), ('enzim', 'NN'), (',', 'Z'), ('saponin', 'NN'), ('yang', 'SC'), ('berfungsi', 'VB'), ('sebagai', 'IN'), ('anti', 'JJ'), ('mikroba', 'NN'), ('dan', 'CC'), ('20', 'CD'), ('dari', 'IN'), ('22', 'CD'), ('jenis', 'NN'), ('asam', 'NN'), ('amino', 'NN'), ('.', 'Z')]","(ROOT (S (NP (NP (NN Kenapa)) (SBAR (S (NP (DT para) (NN penambang)) (VP (VB menggunakan) (S (NP (NP (NN tembakau) (NN kunyah)) (PP (Z ?) (NP (NP (NNP Aloe) (NNP vera) (Z /)) (NN lidah) (NN buaya)))) (VP (VB mengandung) (NP (CD semua) (NN jenis) (NN vitamin)) (SBAR (IN kecuali) (S (NP (NP (NNP vitamin) (NNP D) (Z ,)) (NN mineral)) (VP (SC yang) (VP (VB diperlukan) (NP (SC untuk) (NN fungsi) (NN enzim)) (PP (Z ,) (NP (NN saponin))))))))))))) (VP (SC yang) (VP (VB berfungsi) (PP (IN sebagai) (NP (NML (NML (JJ anti) (NN mikroba)) (CC dan) (NML (NML (CD 20)) (PP (IN dari) (NP (CD 22) (NN jenis))))) (NN asam) (NN amino))))) (Z .)))"
30,30," Pada September 1922 , saat pergantian ketua antara Dr. Soetomo dan Herman Kartawisastra organisasi ini berubah nama menjadi Indonesische Vereeniging .","[('Pada', 'IN'), ('September', 'NNP'), ('1922', 'NNP'), (',', 'Z'), ('saat', 'NN'), ('pergantian', 'NN'), ('ketua', 'NN'), ('antara', 'IN'), ('Dr.', 'NNP'), ('Soetomo', 'NNP'), ('dan', 'CC'), ('Herman', 'NNP'), ('Kartawisastra', 'NNP'), ('organisasi', 'NN'), ('ini', 'PR'), ('berubah', 'VB'), ('nama', 'NN'), ('menjadi', 'VB'), ('Indonesische', 'NNP'), ('Vereeniging', 'NNP'), ('.', 'Z')]","(ROOT (S (PP (IN Pada) (NP (NNP September) (NNP 1922))) (Z ,) (NP (NP (NN saat) (NN pergantian) (NN ketua)) (PP (IN antara) (NP (NML (NNP Dr.) (NNP Soetomo) (CC dan) (NNP Herman) (NNP Kartawisastra)) (NN organisasi)))) (VP (PR ini) (VP (VB berubah) (S (NP (NN nama)) (VP (VB menjadi) (NP (NNP Indonesische) (NNP Vereeniging)))))) (Z .)))"
31,31, Masing - masing jenis filsafat merupakan suatu sistem - sistem pemikiran yang luas dan plural .,"[('Masing', 'NNP'), ('-', 'Z'), ('masing', 'NN'), ('jenis', 'NN'), ('filsafat', 'NN'), ('merupakan', 'VB'), ('suatu', 'CD'), ('sistem', 'NN'), ('-', 'Z'), ('sistem', 'NN'), ('pemikiran', 'NN'), ('yang', 'SC'), ('luas', 'JJ'), ('dan', 'CC'), ('plural', 'JJ'), ('.', 'Z')]",(ROOT (S (NP (NNP Masing)) (NP (Z -) (NN masing) (NN jenis) (NN filsafat)) (VP (VB merupakan) (NP (CD suatu) (NML (NML (NML (NN sistem) (Z -) (NN sistem)) (ADJP (NN pemikiran) (SC yang) (JJ luas))) (CC dan) (NML (JJ plural) (Z .)))))))
32,32," Tari Kreasi identik dengan R.Tjetje Somantri , maka tak heran jika beberapa penari Sunda terkemuka kebanyakan pernah belajar kepadanya , di antaranya Tb. Maktal , Enoch Atmadibrata , Irawati Durban , Indrawati Lukman , R.Ahmad Basah , R.Nani Suwarni , Ani Satriyah , Tb , Atet , R.Dida Hasanudin , R.Tien Sri Kartini , Kustilah , Herlina , Imas Sonianingsih , R.Yuyun Kusumahdinata .","[('Tari', 'NNP'), ('Kreasi', 'NNP'), ('identik', 'JJ'), ('dengan', 'IN'), ('R.Tjetje', 'NNP'), ('Somantri', 'NNP'), (',', 'Z'), ('maka', 'SC'), ('tak', 'NEG'), ('heran', 'NN'), ('jika', 'SC'), ('beberapa', 'CD'), ('penari', 'NN'), ('Sunda', 'NNP'), ('terkemuka', 'JJ'), ('kebanyakan', 'CD'), ('pernah', 'MD'), ('belajar', 'VB'), ('kepadanya', 'NN'), (',', 'Z'), ('di', 'IN'), ('antaranya', 'NN'), ('Tb.', 'NNP'), ('Maktal', 'NNP'), (',', 'Z'), ('Enoch', 'NNP'), ('Atmadibrata', 'NNP'), (',', 'Z'), ('Irawati', 'NNP'), ('Durban', 'NNP'), (',', 'Z'), ('Indrawati', 'NNP'), ('Lukman', 'NNP'), (',', 'Z'), ('R.Ahmad', 'NNP'), ('Basah', 'NNP'), (',', 'Z'), ('R.Nani', 'NNP'), ('Suwarni', 'NNP'), (',', 'Z'), ('Ani', 'NNP'), ('Satriyah', 'NNP'), (',', 'Z'), ('Tb', 'NNP'), (',', 'Z'), ('Atet', 'NNP'), (',', 'Z'), ('R.Dida', 'NNP'), ('Hasanudin', 'NNP'), (',', 'Z'), ('R.Tien', 'NNP'), ('Sri', 'NNP'), ('Kartini', 'NNP'), (',', 'Z'), ('Kustilah', 'NNP'), (',', 'Z'), ('Herlina', 'NNP'), (',', 'Z'), ('Imas', 'NNP'), ('Sonianingsih', 'NNP'), (',', 'Z'), ('R.Yuyun', 'NNP'), ('Kusumahdinata', 'NNP'), ('.', 'Z')]","(ROOT (SINV (ADJP (NP (NNP Tari) (NNP Kreasi)) (JJ identik)) (PP (IN dengan) (NP (NP (NNP R.Tjetje) (NNP Somantri)) (PP (Z ,) (NP (NP (SC maka) (NEG tak) (NN heran)) (PP (SC jika) (NP (NP (CD beberapa) (NN penari) (NNP Sunda)) (ADJP (JJ terkemuka) (NP (CD kebanyakan))))))))) (VP (MD pernah) (VP (VB belajar) (NP (NN kepadanya) (Z ,)) (PP (IN di) (NP (NN antaranya))))) (NP (NML (NNP Tb.) (NNP Maktal)) (Z ,) (NNP Enoch) (NNP Atmadibrata) (Z ,) (NNP Irawati) (NNP Durban) (Z ,) (NNP Indrawati) (NNP Lukman) (Z ,) (NNP R.Ahmad) (NNP Basah) (Z ,) (NNP R.Nani) (NNP Suwarni) (Z ,) (NNP Ani) (NNP Satriyah) (Z ,) (NNP Tb) (Z ,) (NNP Atet) (Z ,) (NNP R.Dida) (NNP Hasanudin) (Z ,) (NNP R.Tien) (NNP Sri) (NNP Kartini) (Z ,) (NNP Kustilah) (Z ,) (NNP Herlina) (Z ,) (NNP Imas) (NNP Sonianingsih) (Z ,) (NNP R.Yuyun) (NNP Kusumahdinata)) (Z .)))"
